SponsorApplicant,ProductNo,Form,Dosage,ProductMktStatus,TECode,ReferenceDrug,drugname,activeingred
IMPAX LABS                                        ,1,TABLET;ORAL,50MG,3,,0,TRIPELENNAMINE HYDROCHLORIDE,TRIPELENNAMINE HYDROCHLORIDE
PVT FORM                                          ,1,TABLET;ORAL,4MG,3,,0,CHLORPHENIRAMINE MALEATE,CHLORPHENIRAMINE MALEATE
WATSON LABS                                       ,1,TABLET;ORAL,50MG,3,,0,TRIPELENNAMINE HYDROCHLORIDE,TRIPELENNAMINE HYDROCHLORIDE
WATSON LABS                                       ,1,TABLET;ORAL,4MG,3,,0,CHLORPHENIRAMINE MALEATE,CHLORPHENIRAMINE MALEATE
ELKINS SINN                                       ,1,INJECTABLE;INJECTION,10MG/ML,3,,0,CHLORPHENIRAMINE MALEATE,CHLORPHENIRAMINE MALEATE
WHITEWORTH TOWN PLSN                              ,1,CAPSULE;ORAL,50MG,3,,0,DIPHENHYDRAMINE HYDROCHLORIDE,DIPHENHYDRAMINE HYDROCHLORIDE
IMPAX LABS                                        ,1,CAPSULE;ORAL,25MG,3,,0,DIPHENHYDRAMINE HYDROCHLORIDE,DIPHENHYDRAMINE HYDROCHLORIDE
IMPAX LABS                                        ,2,CAPSULE;ORAL,50MG,3,,0,DIPHENHYDRAMINE HYDROCHLORIDE,DIPHENHYDRAMINE HYDROCHLORIDE
IMPAX LABS                                        ,1,TABLET;ORAL,25MG,3,,0,PYRILAMINE MALEATE,PYRILAMINE MALEATE
IMPAX LABS                                        ,1,TABLET;ORAL,4MG,3,,0,CHLORPHENIRAMINE MALEATE,CHLORPHENIRAMINE MALEATE
HALOCARBON                                        ,1,LIQUID;INHALATION,0.9999,3,,0,HALOTHANE,HALOTHANE
LANNETT                                           ,1,TABLET;ORAL,1MG,3,,0,FOLIC ACID,FOLIC ACID
HIKMA MAPLE                                       ,2,INJECTABLE;INJECTION,50MG/ML,1,AP,1,DIPHENHYDRAMINE HYDROCHLORIDE,DIPHENHYDRAMINE HYDROCHLORIDE
BEL MAR                                           ,1,INJECTABLE;INJECTION,"EQ 50,000 UNITS BASE/ML",3,,0,VITAMIN A PALMITATE,VITAMIN A PALMITATE
BEL MAR                                           ,1,INJECTABLE;INJECTION,0.01MG/ML;1%,3,,0,LIDOCAINE HYDROCHLORIDE W/ EPINEPHRINE,EPINEPHRINE; LIDOCAINE HYDROCHLORIDE
BEL MAR                                           ,1,INJECTABLE;INJECTION,10MG/ML,3,,0,CHLORPHENIRAMINE MALEATE,CHLORPHENIRAMINE MALEATE
BEL MAR                                           ,1,INJECTABLE;INJECTION,10MG/ML,3,,0,DIPHENHYDRAMINE HYDROCHLORIDE,DIPHENHYDRAMINE HYDROCHLORIDE
LANNETT                                           ,1,CAPSULE;ORAL,"50,000 IU",3,,0,VITAMIN D,ERGOCALCIFEROL
FERA PHARMS                                       ,1,OINTMENT;OPHTHALMIC,0.005,3,,0,HYDROCORTISONE ACETATE,HYDROCORTISONE ACETATE
DEL RAY LABS                                      ,1,CAPSULE;ORAL,"EQ 50,000 UNITS BASE",3,,0,DEL-VI-A,VITAMIN A PALMITATE
SANDOZ                                            ,1,CAPSULE;ORAL,25MG,3,,0,DIPHENHYDRAMINE HYDROCHLORIDE,DIPHENHYDRAMINE HYDROCHLORIDE
SANDOZ                                            ,2,CAPSULE;ORAL,50MG,3,,0,DIPHENHYDRAMINE HYDROCHLORIDE,DIPHENHYDRAMINE HYDROCHLORIDE
ELKINS SINN                                       ,1,TABLET;ORAL,25MG,3,,0,CORTISONE ACETATE,CORTISONE ACETATE
INWOOD LABS                                       ,1,TABLET;ORAL,10MG,3,,0,METHYLTESTOSTERONE,METHYLTESTOSTERONE
TABLICAPS                                         ,1,TABLET;ORAL,50MG,3,,0,PROPYLTHIOURACIL,PROPYLTHIOURACIL
HEATHER                                           ,1,TABLET;ORAL,50MG,3,,0,DIMENHYDRINATE,DIMENHYDRINATE
PUREPAC PHARM                                     ,1,TABLET;ORAL,50MG,3,,0,RAUWOLFIA SERPENTINA,RAUWOLFIA SERPENTINA ROOT
PUREPAC PHARM                                     ,2,TABLET;ORAL,100MG,3,,0,RAUWOLFIA SERPENTINA,RAUWOLFIA SERPENTINA ROOT
SANDOZ                                            ,1,CAPSULE;ORAL,50MG,3,,0,DIPHENHYDRAMINE HYDROCHLORIDE,DIPHENHYDRAMINE HYDROCHLORIDE
SANDOZ                                            ,2,CAPSULE;ORAL,25MG,3,,0,DIPHENHYDRAMINE HYDROCHLORIDE,DIPHENHYDRAMINE HYDROCHLORIDE
LANNETT                                           ,1,TABLET;ORAL,4MG,3,,0,PHENETRON,CHLORPHENIRAMINE MALEATE
ALTANA                                            ,2,CREAM;TOPICAL,0.005,3,,0,HYDROCORTISONE,HYDROCORTISONE
ALTANA                                            ,3,CREAM;TOPICAL,0.01,3,,0,HYDROCORTISONE,HYDROCORTISONE
LUITPOLD                                          ,1,INJECTABLE;INJECTION,0.01,1,AP,0,LIDOCAINE HYDROCHLORIDE,LIDOCAINE HYDROCHLORIDE
LILLY                                             ,1,INJECTABLE;INJECTION,100MG/ML,3,,0,BETALIN S,THIAMINE HYDROCHLORIDE
LILLY                                             ,1,INJECTABLE;INJECTION,100MG/ML,3,,0,HEXA-BETALIN,PYRIDOXINE HYDROCHLORIDE
LILLY                                             ,1,INJECTABLE;INJECTION,0.1MG/ML,3,,0,BETALIN 12,CYANOCOBALAMIN
LILLY                                             ,2,INJECTABLE;INJECTION,1MG/ML,3,,0,BETALIN 12,CYANOCOBALAMIN
LANNETT                                           ,1,CAPSULE;ORAL,30MG PROMPT,3,,0,DIPHENYLAN SODIUM,PHENYTOIN SODIUM
LANNETT                                           ,2,CAPSULE;ORAL,100MG PROMPT,3,,0,DIPHENYLAN SODIUM,PHENYTOIN SODIUM
BRISTOL MYERS SQUIBB                              ,1,CAPSULE;ORAL,"EQ 50,000 UNITS BASE",3,,0,VITAMIN A,VITAMIN A PALMITATE
LANNETT                                           ,1,CAPSULE;ORAL,25MG,3,,0,DIPHENHYDRAMINE HYDROCHLORIDE,DIPHENHYDRAMINE HYDROCHLORIDE
LANNETT                                           ,2,CAPSULE;ORAL,50MG,3,,0,DIPHENHYDRAMINE HYDROCHLORIDE,DIPHENHYDRAMINE HYDROCHLORIDE
WATSON LABS INC                                   ,1,INJECTABLE;INJECTION,10MG/ML,3,,0,DIPHENHYDRAMINE HYDROCHLORIDE,DIPHENHYDRAMINE HYDROCHLORIDE
WATSON LABS INC                                   ,2,INJECTABLE;INJECTION,50MG/ML,3,,0,DIPHENHYDRAMINE HYDROCHLORIDE,DIPHENHYDRAMINE HYDROCHLORIDE
WATSON LABS INC                                   ,3,INJECTABLE;INJECTION,50MG/ML,3,,0,DIPHENHYDRAMINE HYDROCHLORIDE PRESERVATIVE FREE,DIPHENHYDRAMINE HYDROCHLORIDE
IMPAX LABS                                        ,1,TABLET;ORAL,EQ 250MG BASE,3,,0,PIPERAZINE CITRATE,PIPERAZINE CITRATE
IMPAX LABS                                        ,1,TABLET;ORAL,EQ 150MG BASE,1,AA,0,CHLOROQUINE PHOSPHATE,CHLOROQUINE PHOSPHATE
LILLY                                             ,1,CAPSULE;ORAL,"EQ 50,000 UNITS BASE",3,,0,ALPHALIN,VITAMIN A PALMITATE
LILLY                                             ,1,CAPSULE;ORAL,"50,000 IU",3,,0,DELTALIN,ERGOCALCIFEROL
PUREPAC PHARM                                     ,1,TABLET;ORAL,EQ 150MG BASE,3,,0,CHLOROQUINE PHOSPHATE,CHLOROQUINE PHOSPHATE
VALEANT PHARM INTL                                ,1,TABLET;ORAL,1MG,3,,0,FOLIC ACID,FOLIC ACID
WATSON LABS                                       ,1,CAPSULE;ORAL,100MG PROMPT,3,,0,PROMPT PHENYTOIN SODIUM,PHENYTOIN SODIUM
WATSON LABS                                       ,1,TABLET;ORAL,50MG,3,,0,RAUWOLFIA SERPENTINA,RAUWOLFIA SERPENTINA ROOT
WATSON LABS                                       ,2,CAPSULE;ORAL,65MG,3,,0,PROPOXYPHENE HYDROCHLORIDE,PROPOXYPHENE HYDROCHLORIDE
ACTIENT PHARMS                                    ,1,PELLET;IMPLANTATION,75MG,1,,1,TESTOPEL,TESTOSTERONE
WATSON LABS                                       ,1,TABLET;ORAL,100MG,3,,0,RAUWOLFIA SERPENTINA,RAUWOLFIA SERPENTINA ROOT
TEVA                                              ,1,CAPSULE;ORAL,"EQ 50,000 UNITS BASE",3,,0,VITAMIN A SOLUBILIZED,VITAMIN A PALMITATE
NOVOCOL                                           ,1,INJECTABLE;INJECTION,0.03,1,AP,1,ISOCAINE HYDROCHLORIDE,MEPIVACAINE HYDROCHLORIDE
ROXANE                                            ,1,TABLET;ORAL,7.5MG,3,,0,PROPANTHELINE BROMIDE,PROPANTHELINE BROMIDE
ROXANE                                            ,2,TABLET;ORAL,15MG,1,,1,PROPANTHELINE BROMIDE,PROPANTHELINE BROMIDE
SANDOZ                                            ,1,TABLET;ORAL,15MG,3,,0,PROPANTHELINE BROMIDE,PROPANTHELINE BROMIDE
WATSON LABS                                       ,1,TABLET;ORAL,25MG,3,,0,METHYLTESTOSTERONE,METHYLTESTOSTERONE
WATSON LABS                                       ,1,TABLET;ORAL,50MG,3,,0,PROPYLTHIOURACIL,PROPYLTHIOURACIL
WATSON LABS                                       ,1,TABLET;ORAL,10MG,3,,0,METHYLTESTOSTERONE,METHYLTESTOSTERONE
NOVARTIS                                          ,1,TABLET;ORAL,300MG,3,,0,INH,ISONIAZID
BARR                                              ,1,TABLET;ORAL,100MG,1,AA,0,ISONIAZID,ISONIAZID
BARR                                              ,2,TABLET;ORAL,300MG,1,AA,0,ISONIAZID,ISONIAZID
ELKINS SINN                                       ,1,TABLET;ORAL,4MG,3,,0,CHLORPHENIRAMINE MALEATE,CHLORPHENIRAMINE MALEATE
LANNETT                                           ,2,ELIXIR;ORAL,12.5MG/5ML,3,,0,DIPHENHYDRAMINE HYDROCHLORIDE,DIPHENHYDRAMINE HYDROCHLORIDE
MK LABS                                           ,1,TABLET;ORAL,100MG,3,,0,ISONIAZID,ISONIAZID
EVERYLIFE                                         ,1,CAPSULE;ORAL,"EQ 50,000 UNITS BASE",3,,0,VITAMIN A,VITAMIN A PALMITATE
CENTURY PHARMS                                    ,1,POWDER;ORAL,4GM/PACKET,3,,0,P.A.S. SODIUM,AMINOSALICYLATE SODIUM
LANNETT                                           ,1,TABLET;ORAL,12.5MG,3,,0,PROMETHAZINE HYDROCHLORIDE,PROMETHAZINE HYDROCHLORIDE
LANNETT                                           ,2,TABLET;ORAL,25MG,3,,0,PROMETHAZINE HYDROCHLORIDE,PROMETHAZINE HYDROCHLORIDE
LANNETT                                           ,3,TABLET;ORAL,50MG,3,,0,PROMETHAZINE HYDROCHLORIDE,PROMETHAZINE HYDROCHLORIDE
IMPAX LABS                                        ,1,CAPSULE;ORAL,"50,000 IU",3,,0,VITAMIN D,ERGOCALCIFEROL
IMPAX LABS                                        ,1,CAPSULE;ORAL,"50,000USP UNITS",3,,0,VITAMIN A,VITAMIN A
IMPAX LABS                                        ,1,CAPSULE;ORAL,"EQ 50,000 UNITS BASE",3,,0,VITAMIN A,VITAMIN A PALMITATE
IMPAX LABS                                        ,1,CAPSULE;ORAL,"EQ 50,000 UNITS BASE",3,,0,VITAMIN A,VITAMIN A PALMITATE
EVERYLIFE                                         ,1,CAPSULE;ORAL,"50,000 IU",3,,0,VITAMIN D,ERGOCALCIFEROL
SANDOZ                                            ,1,TABLET;ORAL,4MG,3,,0,CHLORPHENIRAMINE MALEATE,CHLORPHENIRAMINE MALEATE
LANNETT                                           ,1,SYRUP;ORAL,EQ 500MG BASE/5ML,3,,0,PIPERAZINE CITRATE,PIPERAZINE CITRATE
LANNETT                                           ,1,TABLET;ORAL,500MG,1,AB,0,PROBALAN,PROBENECID
WEST WARD                                         ,1,CAPSULE;ORAL,"EQ 50,000 UNITS BASE",3,,0,VITAMIN A,VITAMIN A PALMITATE
WATSON LABS                                       ,1,TABLET;ORAL,0.75MG,3,,0,DEXAMETHASONE,DEXAMETHASONE
PVT FORM                                          ,1,TABLET;ORAL,2.5MG,3,,0,METHSCOPOLAMINE BROMIDE,METHSCOPOLAMINE BROMIDE
BAYER PHARMS                                      ,1,CAPSULE;ORAL,"EQ 50,000 UNITS BASE",3,,0,VI-DOM-A,VITAMIN A PALMITATE
INWOOD LABS                                       ,1,TABLET;ORAL,25MG,3,,0,METHYLTESTOSTERONE,METHYLTESTOSTERONE
HIKMA PHARMS LLC                                  ,1,TABLET;ORAL,0.1MG,3,,0,RESERPINE,RESERPINE
HIKMA PHARMS LLC                                  ,2,TABLET;ORAL,0.25MG,3,,0,RESERPINE,RESERPINE
HIKMA PHARMS LLC                                  ,3,TABLET;ORAL,1MG,3,,0,RESERPINE,RESERPINE
PVT FORM                                          ,1,TABLET;ORAL,15MG,3,,0,PROPANTHELINE BROMIDE,PROPANTHELINE BROMIDE
SANDOZ                                            ,4,CONCENTRATE;ORAL,30MG/ML,3,,0,SONAZINE,CHLORPROMAZINE HYDROCHLORIDE
SANDOZ                                            ,5,CONCENTRATE;ORAL,100MG/ML,3,,0,SONAZINE,CHLORPROMAZINE HYDROCHLORIDE
WEST WARD                                         ,1,CAPSULE;ORAL,"50,000USP UNITS",3,,0,VITAMIN A,VITAMIN A
SOLVAY                                            ,1,SYRUP;ORAL,EQ 500MG BASE/5ML,3,,0,VERMIDOL,PIPERAZINE CITRATE
ORGANON USA INC                                   ,1,INJECTABLE;INJECTION,20MG/ML,3,,0,SUCCINYLCHOLINE CHLORIDE,SUCCINYLCHOLINE CHLORIDE
HIKMA MAPLE                                       ,1,INJECTABLE;INJECTION,10MG/ML,1,AP,0,MEPERIDINE HYDROCHLORIDE PRESERVATIVE FREE,MEPERIDINE HYDROCHLORIDE
FERNDALE LABS                                     ,1,TABLET;ORAL,500MG,3,,0,STRIFON FORTE DSC,CHLORZOXAZONE
WATSON LABS                                       ,1,TABLET;ORAL,500MG,3,,0,CHLORZOXAZONE,CHLORZOXAZONE
SANDOZ                                            ,1,TABLET;ORAL,350MG,3,,0,CARISOPRODOL,CARISOPRODOL
MUTUAL PHARM                                      ,1,TABLET;ORAL,100MG,3,,0,QUINIDINE SULFATE,QUINIDINE SULFATE
MUTUAL PHARM                                      ,1,TABLET;ORAL,200MG,1,AB,0,QUINIDINE SULFATE,QUINIDINE SULFATE
MUTUAL PHARM                                      ,1,TABLET;ORAL,300MG,1,AB,0,QUINIDINE SULFATE,QUINIDINE SULFATE
ACTIENT PHARMS                                    ,1,"CAPSULE, EXTENDED RELEASE;ORAL",400MG,1,,1,THEO-24,THEOPHYLLINE
WATSON LABS                                       ,1,TABLET;ORAL,500MG,3,,0,CHLORZOXAZONE,CHLORZOXAZONE
ALCON PHARMS LTD                                  ,1,SOLUTION/DROPS;OPHTHALMIC,EQ 0.11% PHOSPHATE,3,,0,PREDNISOLONE SODIUM PHOSPHATE,PREDNISOLONE SODIUM PHOSPHATE
ALCON PHARMS LTD                                  ,1,SOLUTION/DROPS;OPHTHALMIC,EQ 0.9% PHOSPHATE,3,,0,PREDNISOLONE SODIUM PHOSPHATE,PREDNISOLONE SODIUM PHOSPHATE
MUTUAL PHARM                                      ,1,TABLET;ORAL,10MG,1,AB,0,IMIPRAMINE HYDROCHLORIDE,IMIPRAMINE HYDROCHLORIDE
MUTUAL PHARM                                      ,1,TABLET;ORAL,25MG,1,AB,0,IMIPRAMINE HYDROCHLORIDE,IMIPRAMINE HYDROCHLORIDE
MUTUAL PHARM                                      ,1,TABLET;ORAL,50MG,1,AB,0,IMIPRAMINE HYDROCHLORIDE,IMIPRAMINE HYDROCHLORIDE
MIKART                                            ,1,SOLUTION;ORAL,500MG/15ML;7.5MG/15ML,3,,0,HYDROCODONE BITARTRATE AND ACETAMINOPHEN,ACETAMINOPHEN; HYDROCODONE BITARTRATE
PLIVA                                             ,1,TABLET;ORAL,100MG,3,,0,HYDROXYZINE HYDROCHLORIDE,HYDROXYZINE HYDROCHLORIDE
BEN VENUE                                         ,1,INJECTABLE;INJECTION,5MG/ML,3,,0,FOLIC ACID,FOLIC ACID
MIKART                                            ,1,CAPSULE;ORAL,500MG;5MG,3,,0,HYDROCODONE BITARTRATE AND ACETAMINOPHEN,ACETAMINOPHEN; HYDROCODONE BITARTRATE
MIKART                                            ,1,CAPSULE;ORAL,500MG;5MG,3,,0,HYDROCODONE BITARTRATE AND ACETAMINOPHEN,ACETAMINOPHEN; HYDROCODONE BITARTRATE
MIKART                                            ,1,CAPSULE;ORAL,500MG;5MG,3,,0,HYDROCODONE BITARTRATE AND ACETAMINOPHEN,ACETAMINOPHEN; HYDROCODONE BITARTRATE
MIKART                                            ,1,CAPSULE;ORAL,500MG;5MG,3,,0,HYDROCODONE BITARTRATE AND ACETAMINOPHEN,ACETAMINOPHEN; HYDROCODONE BITARTRATE
WATSON LABS                                       ,1,TABLET;ORAL,500MG;2.5MG,3,,0,HYDROCODONE BITARTRATE AND ACETAMINOPHEN,ACETAMINOPHEN; HYDROCODONE BITARTRATE
WATSON LABS                                       ,1,TABLET;ORAL,500MG;7.5MG,3,,0,HYDROCODONE BITARTRATE AND ACETAMINOPHEN,ACETAMINOPHEN; HYDROCODONE BITARTRATE
WATSON LABS                                       ,1,TABLET;ORAL,750MG;7.5MG,3,,0,HYDROCODONE BITARTRATE AND ACETAMINOPHEN,ACETAMINOPHEN; HYDROCODONE BITARTRATE
MIKART                                            ,1,CAPSULE;ORAL,150MG;180MG;15MG,3,,0,"ACETAMINOPHEN, ASPIRIN, AND CODEINE PHOSPHATE",ACETAMINOPHEN; ASPIRIN; CODEINE PHOSPHATE
MIKART                                            ,1,CAPSULE;ORAL,150MG;180MG;30MG,3,,0,"ACETAMINOPHEN, ASPIRIN, AND CODEINE PHOSPHATE",ACETAMINOPHEN; ASPIRIN; CODEINE PHOSPHATE
MIKART                                            ,1,CAPSULE;ORAL,150MG;180MG;60MG,3,,0,"ACETAMINOPHEN, ASPIRIN, AND CODEINE PHOSPHATE",ACETAMINOPHEN; ASPIRIN; CODEINE PHOSPHATE
BARR                                              ,1,TABLET;ORAL,EQ 2.5MG BASE,1,AB,0,METHOTREXATE SODIUM,METHOTREXATE SODIUM
MUTUAL PHARM                                      ,1,TABLET;ORAL,1MG,1,AB,0,ERGOLOID MESYLATES,ERGOLOID MESYLATES
MIKART                                            ,1,SYRUP;ORAL,50MG/5ML,3,,0,ISONIAZID,ISONIAZID
TEVA PARENTERAL                                   ,1,INJECTABLE;INJECTION,EQ 4MG PHOSPHATE/ML,3,,0,DEXAMETHASONE SODIUM PHOSPHATE,DEXAMETHASONE SODIUM PHOSPHATE
TEVA PARENTERAL                                   ,1,INJECTABLE;INJECTION,EQ 10MG PHOSPHATE/ML,3,,0,DEXAMETHASONE SODIUM PHOSPHATE,DEXAMETHASONE SODIUM PHOSPHATE
SANDOZ                                            ,1,CAPSULE;ORAL,EQ 25MG HCL,3,,0,HYDROXYZINE PAMOATE,HYDROXYZINE PAMOATE
SANDOZ                                            ,1,CAPSULE;ORAL,EQ 50MG HCL,3,,0,HYDROXYZINE PAMOATE,HYDROXYZINE PAMOATE
SANDOZ                                            ,1,CAPSULE;ORAL,EQ 100MG HCL,3,,0,HYDROXYZINE PAMOATE,HYDROXYZINE PAMOATE
WOCKHARDT                                         ,1,TABLET;ORAL,500MG,1,AA,0,NIACIN,NIACIN
TEVA PARENTERAL                                   ,1,INJECTABLE;INJECTION,25MG/ML,3,,0,AMINOPHYLLINE,AMINOPHYLLINE
STEVENS J                                         ,1,TABLET;ORAL,325MG;400MG,1,,1,METHOCARBAMOL AND ASPIRIN,ASPIRIN; METHOCARBAMOL
WATSON LABS                                       ,1,TABLET;ORAL,10MG,3,,0,HYDROXYZINE HYDROCHLORIDE,HYDROXYZINE HYDROCHLORIDE
WATSON LABS                                       ,1,TABLET;ORAL,25MG,3,,0,HYDROXYZINE HYDROCHLORIDE,HYDROXYZINE HYDROCHLORIDE
WATSON LABS                                       ,1,TABLET;ORAL,50MG,3,,0,HYDROXYZINE HYDROCHLORIDE,HYDROXYZINE HYDROCHLORIDE
WATSON LABS                                       ,1,CAPSULE;ORAL,EQ 25MG HYDROCHLORIDE,3,,0,HYDROXYZINE PAMOATE,HYDROXYZINE PAMOATE
TEVA PARENTERAL                                   ,1,INJECTABLE;INJECTION,0.2MG/ML,3,,0,GLYCOPYRROLATE,GLYCOPYRROLATE
WATSON LABS                                       ,1,TABLET;ORAL,25MG,3,,0,HYDROCHLOROTHIAZIDE,HYDROCHLOROTHIAZIDE
WATSON LABS                                       ,1,TABLET;ORAL,100MG,3,,0,HYDROCHLOROTHIAZIDE,HYDROCHLOROTHIAZIDE
FOUGERA                                           ,1,OINTMENT;TOPICAL,0.025,1,AT,1,HYDROCORTISONE,HYDROCORTISONE
WATSON LABS                                       ,1,TABLET;ORAL,0.75MG,1,AB,0,ESTROPIPATE,ESTROPIPATE
WATSON LABS                                       ,1,TABLET;ORAL,1.5MG,1,AB,0,ESTROPIPATE,ESTROPIPATE
WATSON LABS                                       ,1,TABLET;ORAL,3MG,1,AB,0,ESTROPIPATE,ESTROPIPATE
WATSON LABS                                       ,1,TABLET;ORAL,6MG,3,,0,ESTROPIPATE,ESTROPIPATE
PHARMACIA AND UPJOHN                              ,1,INJECTABLE;INJECTION,50MG/ML,3,,0,ADRUCIL,FLUOROURACIL
MIKART                                            ,1,TABLET;ORAL,650MG;10MG,3,,0,HYDROCODONE BITARTRATE AND ACETAMINOPHEN,ACETAMINOPHEN; HYDROCODONE BITARTRATE
ELKINS SINN                                       ,1,INJECTABLE;INJECTION,EQ 100MG BASE/VIAL,3,,0,LEUCOVORIN CALCIUM,LEUCOVORIN CALCIUM
TEVA PARENTERAL                                   ,1,INJECTABLE;INJECTION,50MG/ML,3,,0,ADRUCIL,FLUOROURACIL
MIKART                                            ,1,SOLUTION;ORAL,500MG/15ML;5MG/15ML,3,,0,HYDROCODONE BITARTRATE AND ACETAMINOPHEN,ACETAMINOPHEN; HYDROCODONE BITARTRATE
MYLAN                                             ,1,TABLET;ORAL,EQ 2.5MG BASE,1,AB,0,METHOTREXATE SODIUM,METHOTREXATE SODIUM
TEVA PHARMS                                       ,1,"TABLET, EXTENDED RELEASE;ORAL",450MG,1,AB,1,THEOPHYLLINE,THEOPHYLLINE
ESI                                               ,1,TABLET;ORAL,2.5MG,3,,0,CYCRIN,MEDROXYPROGESTERONE ACETATE
ESI                                               ,1,TABLET;ORAL,5MG,3,,0,CYCRIN,MEDROXYPROGESTERONE ACETATE
PHARMACIA AND UPJOHN                              ,1,INJECTABLE;INJECTION,EQ 25MG BASE/ML,3,,0,FOLEX PFS,METHOTREXATE SODIUM
SANDOZ                                            ,1,TABLET;ORAL,300MG;60MG,3,,0,ACETAMINOPHEN AND CODEINE PHOSPHATE,ACETAMINOPHEN; CODEINE PHOSPHATE
SANDOZ                                            ,1,TABLET;ORAL,300MG;30MG,3,,0,ACETAMINOPHEN AND CODEINE PHOSPHATE,ACETAMINOPHEN; CODEINE PHOSPHATE
MUTUAL PHARM                                      ,1,TABLET;ORAL,1MG,3,,0,BENZTROPINE MESYLATE,BENZTROPINE MESYLATE
MUTUAL PHARM                                      ,1,TABLET;ORAL,2MG,3,,0,BENZTROPINE MESYLATE,BENZTROPINE MESYLATE
TEVA PARENTERAL                                   ,1,INJECTABLE;INJECTION,EQ 125MG BASE/VIAL,3,,0,METHYLPREDNISOLONE SODIUM SUCCINATE,METHYLPREDNISOLONE SODIUM SUCCINATE
TEVA PARENTERAL                                   ,1,INJECTABLE;INJECTION,EQ 500MG BASE/VIAL,3,,0,METHYLPREDNISOLONE SODIUM SUCCINATE,METHYLPREDNISOLONE SODIUM SUCCINATE
TEVA PARENTERAL                                   ,1,INJECTABLE;INJECTION,EQ 1GM BASE/VIAL,3,,0,METHYLPREDNISOLONE SODIUM SUCCINATE,METHYLPREDNISOLONE SODIUM SUCCINATE
MISSION PHARMA                                    ,1,SOLUTION;TOPICAL,0.025,1,,1,TEXACORT,HYDROCORTISONE
ABLE                                              ,1,CREAM;TOPICAL,0.01,3,,0,HEMSOL-HC,HYDROCORTISONE ACETATE
TEVA PHARMS USA                                   ,1,INJECTABLE;INJECTION,EQ 100MG BASE/VIAL,1,AP,0,LEUCOVORIN CALCIUM,LEUCOVORIN CALCIUM
TEVA PARENTERAL                                   ,1,INJECTABLE;INJECTION,EQ 50MG BASE/VIAL,3,,0,LEUCOVORIN CALCIUM,LEUCOVORIN CALCIUM
BRISTOL MYERS SQUIBB                              ,1,TABLET;ORAL,0.5MG,3,,0,ESTRACE,ESTRADIOL
BANNER LIFE SCIENCES                              ,1,CAPSULE;ORAL,100MG,1,AA,0,BENZONATATE,BENZONATATE
BANNER LIFE SCIENCES                              ,2,CAPSULE;ORAL,200MG,1,AA,0,BENZONATATE,BENZONATATE
OHM LABS                                          ,1,TABLET;ORAL,250MG,3,,0,CHLORZOXAZONE,CHLORZOXAZONE
OHM LABS                                          ,1,TABLET;ORAL,500MG,3,,0,CHLORZOXAZONE,CHLORZOXAZONE
TEVA PHARMS                                       ,1,SYRUP;ORAL,250MG/5ML,1,AA,0,ETHOSUXIMIDE,ETHOSUXIMIDE
INTL MEDICATION                                   ,1,INJECTABLE;INJECTION,10MG/ML,3,,0,MEPERIDINE HYDROCHLORIDE PRESERVATIVE FREE,MEPERIDINE HYDROCHLORIDE
ANI PHARMS INC                                    ,1,ELIXIR;ORAL,2.5MG/5ML,3,,0,FLUPHENAZINE HYDROCHLORIDE,FLUPHENAZINE HYDROCHLORIDE
TEVA PHARMS USA                                   ,1,JELLY;TOPICAL,0.02,3,,0,LIDOCAINE HYDROCHLORIDE,LIDOCAINE HYDROCHLORIDE
MIKART                                            ,1,TABLET;ORAL,500MG,1,AB,0,PYRAZINAMIDE,PYRAZINAMIDE
IVAX SUB TEVA PHARMS                              ,1,TABLET;ORAL,1MG,3,,0,FOLIC ACID,FOLIC ACID
TABLICAPS                                         ,1,TABLET;ORAL,1MG,3,,0,STILBESTROL,DIETHYLSTILBESTROL
TABLICAPS                                         ,1,"TABLET, DELAYED RELEASE;ORAL",0.5MG,3,,0,STILBESTROL,DIETHYLSTILBESTROL
TABLICAPS                                         ,1,TABLET;ORAL,0.5MG,3,,0,STILBESTROL,DIETHYLSTILBESTROL
TABLICAPS                                         ,1,"TABLET, DELAYED RELEASE;ORAL",1MG,3,,0,STILBESTROL,DIETHYLSTILBESTROL
TABLICAPS                                         ,1,TABLET;ORAL,5MG,3,,0,STILBESTROL,DIETHYLSTILBESTROL
TABLICAPS                                         ,1,"TABLET, DELAYED RELEASE;ORAL",5MG,3,,0,STILBESTROL,DIETHYLSTILBESTROL
SOLVAY                                            ,1,TABLET;ORAL,1MG,3,,0,ORASONE,PREDNISONE
SOLVAY                                            ,2,TABLET;ORAL,5MG,3,,0,ORASONE,PREDNISONE
SOLVAY                                            ,3,TABLET;ORAL,10MG,3,,0,ORASONE,PREDNISONE
SOLVAY                                            ,4,TABLET;ORAL,20MG,3,,0,ORASONE,PREDNISONE
MONARCH PHARMS                                    ,1,CREAM;TOPICAL,0.01,3,,0,PROCTOCORT,HYDROCORTISONE
MONARCH PHARMS                                    ,2,CREAM;TOPICAL,0.01,3,,0,DERMACORT,HYDROCORTISONE
WATSON LABS                                       ,1,INJECTABLE;INJECTION,0.1MG/ML,3,,0,COBAVITE,CYANOCOBALAMIN
ASTELLAS                                          ,2,CREAM;TOPICAL,0.005,3,,0,ARISTOCORT,TRIAMCINOLONE ACETONIDE
ASTELLAS                                          ,3,CREAM;TOPICAL,0.005,3,,0,ARISTOCORT A,TRIAMCINOLONE ACETONIDE
